-5,2.866516e-07
-4.99,3.018965e-07
-4.98,3.179214e-07
-4.97,3.347645e-07
-4.96,3.524659e-07
-4.95,3.710674e-07
-4.94,3.906129e-07
-4.93,4.111481e-07
-4.92,4.327211e-07
-4.91,4.55382e-07
-4.9,4.791833e-07
-4.89,5.041799e-07
-4.88,5.304292e-07
-4.87,5.579912e-07
-4.86,5.869288e-07
-4.85,6.173074e-07
-4.84,6.491956e-07
-4.83,6.826653e-07
-4.82,7.177911e-07
-4.81,7.546515e-07
-4.8,7.933282e-07
-4.79,8.339066e-07
-4.78,8.76476e-07
-4.77,9.211296e-07
-4.76,9.679648e-07
-4.75,1.017083e-06
-4.74,1.068591e-06
-4.73,1.122599e-06
-4.72,1.179223e-06
-4.71,1.238584e-06
-4.7,1.300807e-06
-4.69,1.366025e-06
-4.68,1.434375e-06
-4.67,1.505999e-06
-4.66,1.581047e-06
-4.65,1.659675e-06
-4.64,1.742046e-06
-4.63,1.828329e-06
-4.62,1.9187e-06
-4.61,2.013345e-06
-4.6,2.112455e-06
-4.59,2.21623e-06
-4.58,2.32488e-06
-4.57,2.438621e-06
-4.56,2.557681e-06
-4.55,2.682296e-06
-4.54,2.812711e-06
-4.53,2.949184e-06
-4.52,3.091982e-06
-4.51,3.241381e-06
-4.5,3.397673e-06
-4.49,3.561159e-06
-4.48,3.732152e-06
-4.47,3.91098e-06
-4.46,4.097983e-06
-4.45,4.293514e-06
-4.44,4.497944e-06
-4.43,4.711654e-06
-4.42,4.935045e-06
-4.41,5.168531e-06
-4.4,5.412544e-06
-4.39,5.667533e-06
-4.38,5.933965e-06
-4.37,6.212327e-06
-4.36,6.503122e-06
-4.35,6.806877e-06
-4.34,7.124136e-06
-4.33,7.455467e-06
-4.32,7.80146e-06
-4.31,8.162727e-06
-4.3,8.539905e-06
-4.29,8.933656e-06
-4.28,9.344666e-06
-4.27,9.773648e-06
-4.26,1.022135e-05
-4.25,1.068853e-05
-4.24,1.117599e-05
-4.23,1.168457e-05
-4.22,1.221512e-05
-4.21,1.276853e-05
-4.2,1.334575e-05
-4.19,1.394772e-05
-4.18,1.457545e-05
-4.17,1.522998e-05
-4.16,1.591238e-05
-4.15,1.662376e-05
-4.14,1.736529e-05
-4.13,1.813816e-05
-4.12,1.894362e-05
-4.11,1.978296e-05
-4.1,2.065751e-05
-4.09,2.156866e-05
-4.08,2.251785e-05
-4.07,2.350657e-05
-4.06,2.453636e-05
-4.05,2.560882e-05
-4.04,2.67256e-05
-4.03,2.788843e-05
-4.02,2.909907e-05
-4.01,3.035937e-05
-4,3.167124e-05
-3.99,3.303665e-05
-3.98,3.445763e-05
-3.97,3.593632e-05
-3.96,3.747488e-05
-3.95,3.90756e-05
-3.94,4.07408e-05
-3.93,4.247293e-05
-3.92,4.427448e-05
-3.91,4.614806e-05
-3.9,4.809634e-05
-3.89,5.012211e-05
-3.88,5.222823e-05
-3.87,5.441768e-05
-3.86,5.669351e-05
-3.85,5.905891e-05
-3.84,6.151716e-05
-3.83,6.407163e-05
-3.82,6.672584e-05
-3.81,6.94834e-05
-3.8,7.234804e-05
-3.79,7.532364e-05
-3.78,7.841418e-05
-3.77,8.162377e-05
-3.76,8.495668e-05
-3.75,8.841729e-05
-3.74,9.201013e-05
-3.73,9.573989e-05
-3.72,9.961139e-05
-3.71,0.0001036296
-3.7,0.0001077997
-3.69,0.000112127
-3.68,0.000116617
-3.67,0.0001212752
-3.66,0.0001261076
-3.65,0.0001311202
-3.64,0.000136319
-3.63,0.0001417106
-3.62,0.0001473015
-3.61,0.0001530985
-3.6,0.0001591086
-3.59,0.000165339
-3.58,0.0001717971
-3.57,0.0001784906
-3.56,0.0001854274
-3.55,0.0001926156
-3.54,0.0002000635
-3.53,0.0002077798
-3.52,0.0002157734
-3.51,0.0002240533
-3.5,0.0002326291
-3.49,0.0002415103
-3.48,0.0002507069
-3.47,0.0002602292
-3.46,0.0002700877
-3.45,0.0002802933
-3.44,0.0002908571
-3.43,0.0003017906
-3.42,0.0003131057
-3.41,0.0003248144
-3.4,0.0003369293
-3.39,0.0003494631
-3.38,0.0003624291
-3.37,0.0003758409
-3.36,0.0003897124
-3.35,0.0004040578
-3.34,0.0004188919
-3.33,0.0004342299
-3.32,0.0004500872
-3.31,0.0004664799
-3.3,0.0004834241
-3.29,0.0005009369
-3.28,0.0005190354
-3.27,0.0005377374
-3.26,0.0005570611
-3.25,0.000577025
-3.24,0.0005976485
-3.23,0.0006189511
-3.22,0.000640953
-3.21,0.0006636749
-3.2,0.0006871379
-3.19,0.000711364
-3.18,0.0007363753
-3.17,0.0007621947
-3.16,0.0007888457
-3.15,0.0008163523
-3.14,0.0008447392
-3.13,0.0008740315
-3.12,0.0009042552
-3.11,0.0009354367
-3.1,0.0009676032
-3.09,0.001000782
-3.08,0.001035003
-3.07,0.001070294
-3.06,0.001106685
-3.05,0.001144207
-3.04,0.001182891
-3.03,0.001222769
-3.02,0.001263873
-3.01,0.001306238
-3,0.001349898
-2.99,0.001394887
-2.98,0.001441242
-2.97,0.001488999
-2.96,0.001538195
-2.95,0.00158887
-2.94,0.001641061
-2.93,0.00169481
-2.92,0.001750157
-2.91,0.001807144
-2.9,0.001865813
-2.89,0.001926209
-2.88,0.001988376
-2.87,0.002052359
-2.86,0.002118205
-2.85,0.002185961
-2.84,0.002255677
-2.83,0.0023274
-2.82,0.002401182
-2.81,0.002477075
-2.8,0.00255513
-2.79,0.002635402
-2.78,0.002717945
-2.77,0.002802815
-2.76,0.002890068
-2.75,0.002979763
-2.74,0.003071959
-2.73,0.003166716
-2.72,0.003264096
-2.71,0.00336416
-2.7,0.003466974
-2.69,0.003572601
-2.68,0.003681108
